strategy,parameter,level,count,dominant_transmission,dominant_count,dominant_share,material_saving_share,rebound_share,upstream_contraction_share,mean_pct_virgin_use,mean_pct_toaster_service,mean_upstream_output_reduction_m,mean_circular_activity_gain_c
recycling_support,sigma_routes,3.0,2876,upstream_expansion,965,0.3355354659248957,0.3477051460361613,0.0,0.3477051460361613,-0.0007159001125584156,-0.05397661706947521,0.028597481051119273,-13.093149570662492
recycling_support,sigma_metal,1.25,2916,upstream_contraction_with_service_contraction,1308,0.448559670781893,0.46502057613168724,0.0,0.46502057613168724,-0.00483234793064183,-0.06447076080953121,0.19177994661396652,-13.234590855209232
recycling_support,sigma_metal,2.0,2900,upstream_contraction_with_service_contraction,1334,0.46,0.47620689655172416,0.0,0.47620689655172416,-0.004805026505940523,-0.0646466833318011,0.19070061591345405,-13.26988487722503
recycling_support,sigma_metal,3.0,2879,upstream_contraction_with_service_contraction,1285,0.44633553317124003,0.4626606460576589,0.0,0.4626606460576589,-0.004815539466945883,-0.0645688155202411,0.19111400536510822,-13.253386544259888
recycling_support,sigma_eol,0.5,2897,upstream_contraction_with_service_contraction,1664,0.5743872972040042,0.6230583362098723,0.0,0.6230583362098723,-0.0026992321971499745,-0.011794775071260057,0.10736413254909934,-2.1107562712187224
recycling_support,sigma_eol,2.0,2901,upstream_contraction_with_service_contraction,1326,0.45708376421923474,0.45742847294036537,0.0,0.45742847294036537,-0.0049206507303569645,-0.0535244037589573,0.19527083497456243,-11.648768016818991
recycling_support,sigma_eol,4.0,2897,upstream_expansion,1202,0.41491197790818085,0.3234380393510528,0.0,0.3234380393510528,-0.006832985196550658,-0.12838176782168273,0.27095780036780925,-26.00044736077128
recycling_support,eta_service,0.5,2916,upstream_expansion,1224,0.41975308641975306,0.2421124828532236,0.0,0.2421124828532236,-0.0003385755244992689,-0.058530319512633086,0.013540877258891275,-13.205803905739762
recycling_support,eta_service,1.0,2863,upstream_contraction_with_service_contraction,1439,0.5026196297589941,0.5144952846664338,0.0,0.5144952846664338,-0.004220472616695354,-0.06370210318249146,0.1678757236853097,-13.310059534028676
recycling_support,eta_service,1.5,2916,upstream_contraction_with_service_contraction,1863,0.6388888888888888,0.6481481481481481,0.0,0.6481481481481481,-0.009883107759697403,-0.07143765670620002,0.39175786588598116,-13.242938375722106
