strategy,count,share_of_support_efficiency_groups,mean_policy_magnitude,mean_support_cost,mean_virgin_saving,mean_virgin_saving_per_support_dollar,max_virgin_saving_per_support_dollar,mean_service_loss_per_support_dollar,mean_upstream_output_reduction_m,mean_circular_activity_gain_c
refurbishment_support,780,0.4495677233429395,0.2864743589743588,11.07722460973606,0.8379321450856593,0.06730309844726641,0.11886067250731298,0.43294598962578407,0.8379321450856593,0.3214228961137427
recycling_support,955,0.5504322766570605,0.2500523560209422,4.466575405037217,0.41287145243988327,0.11751181598098877,0.536429434273134,3.4216097543828403,0.4128714524398834,-12.195708294883019
