model,strategy,count,share,mean_policy_magnitude,mean_support_cost,mean_virgin_saving,mean_virgin_saving_per_support_dollar,mean_service_loss_per_support_dollar,mean_upstream_output_reduction_m,mean_circular_activity_gain_c
single_country,recycling_support,118,0.12304483837330553,0.14279661016949144,3.1588683744365356,0.12681781610556062,0.08254083173836249,5.809260173654157,,
single_country,refurbishment_support,841,0.8769551616266945,0.2724137931034468,10.22338720066495,0.979855840733736,0.1035150380614757,0.35258166361912296,,
two_country,recycling_support,955,0.5504322766570605,0.2500523560209401,4.466575405037201,0.4128714524398829,0.11751181598098877,3.4216097543828403,0.41287145243988266,-12.195708294883005
two_country,refurbishment_support,780,0.4495677233429395,0.286474358974357,11.077224609736067,0.8379321450856598,0.06730309844726641,0.43294598962578407,0.8379321450856607,0.3214228961137427
