strategy,count,share_of_support_candidates,share_of_all_parameter_groups,mean_policy_magnitude,mean_support_cost,mean_virgin_saving,mean_virgin_saving_per_support_dollar,max_virgin_saving_per_support_dollar,mean_service_loss_per_support_dollar,mean_pct_virgin_use,mean_pct_toaster_service
refurbishment_support,841,0.8769551616266945,0.38454503886602653,0.27241379310344815,10.223387200664941,0.979855840733736,0.1035150380614757,1.1507069827148706,0.35258166361912296,-0.02433133793041962,-0.01942786576859447
recycling_support,118,0.12304483837330553,0.053955189757658895,0.14279661016949158,3.1588683744365404,0.12681781610556062,0.08254083173836249,0.276859974155977,5.809260173654157,-0.0031801398485566974,-0.08635767496065032
