scope,strategy,count,material_saving_share,rebound_share,mean_policy_magnitude,min_policy_magnitude,mean_virgin_saving,mean_pct_virgin_use,mean_pct_toaster_service,mean_support_cost,mean_fiscal_cost,mean_revenue_gain,mean_government_net,mean_virgin_saving_per_support_dollar,mean_virgin_saving_per_fiscal_cost_dollar,mean_virgin_saving_per_revenue_dollar,mean_service_loss_per_support_dollar
all_nonzero_policy_rows,virgin_material_tax,6468,0.32792207792207795,0.0013914656771799629,0.28376623376623367,0.1,-2.0764825644257336,0.05138118544776077,-0.06196995547132383,6.027236876788417e-42,0.0,12.202179322782579,12.202179322782579,,,-0.1282700381117785,
all_nonzero_policy_rows,refurbishment_support,6433,0.35022540027980725,0.14207990051297995,0.28422198041349284,0.1,-3.2512828049062277,0.08138423528792142,-0.04638002689972555,15.004878045834625,15.004878045834625,2.021145823310183e-42,-15.004878045834625,-0.13246819010539368,-0.13246819010539368,,0.5017231390220611
all_nonzero_policy_rows,recycling_support,6462,0.04100897554936552,0.024450634478489632,0.28354224698235836,0.1,-3.153320666402698,0.07849158786122046,-0.07548624391915132,6.099631540272993,6.099631540272993,1.4726518556989384e-44,-6.099631540272993,-0.47220611048952155,-0.47220611048952155,,2.256006648966859
first_material_saving_without_rebound_thresholds,virgin_material_tax,882,1.0,0.0,0.15051020408163251,0.1,0.6757560418789721,-0.016987631769565203,-0.048985808607793155,7.580950025002537e-56,0.0,5.859438573417602,5.859438573417602,,,0.12861144056894194,
first_material_saving_without_rebound_thresholds,refurbishment_support,841,1.0,0.0,0.17407847800237797,0.1,0.5607866110658993,-0.013922133369288254,-0.011114086807255603,6.650813411859534,6.650813411859534,7.0112916918084216e-43,-6.650813411859534,0.08761754550978995,0.08761754550978995,,0.3142967743199708
first_material_saving_without_rebound_thresholds,recycling_support,146,1.0,0.0,0.1256849315068493,0.1,0.0997844867946381,-0.0025014001722856883,-0.058804614902145565,2.3028212019169567,2.3028212019169567,0.0,-2.3028212019169567,0.06935989957809693,0.06935989957809693,,4.775073683162585
best_support_efficiency_groups,refurbishment_support,841,1.0,0.0,0.27241379310344815,0.1,0.979855840733736,-0.02433133793041962,-0.01942786576859447,10.223387200664941,10.223387200664941,7.07954042557594e-43,-10.223387200664941,0.1035150380614757,0.1035150380614757,,0.35258166361912296
best_support_efficiency_groups,recycling_support,118,1.0,0.0,0.14279661016949158,0.1,0.12681781610556062,-0.0031801398485566974,-0.08635767496065032,3.1588683744365404,3.1588683744365404,0.0,-3.1588683744365404,0.08254083173836249,0.08254083173836249,,5.809260173654157
